,immigration,economie,securite,gouvernement,candidats,delinquance,environnement_cat_nat,environnement,europe,pouvoir_dachat,education,violence_aux_femmes,emploi,retraite,industrie,mobilite_transport
Normandie,1.5037593984962405,4.511278195488721,6.015037593984962,19.548872180451127,8.270676691729323,9.022556390977442,4.511278195488721,3.007518796992481,7.518796992481203,12.781954887218044,12.030075187969924,0.0,3.7593984962406015,0.7518796992481203,1.5037593984962405,5.263157894736842
Nord,1.3513513513513513,4.054054054054054,6.756756756756757,22.2972972972973,6.081081081081082,6.756756756756757,2.7027027027027026,3.3783783783783785,1.3513513513513513,11.486486486486488,11.486486486486488,0.6756756756756757,8.783783783783784,0.6756756756756757,1.3513513513513513,10.81081081081081
Grand Est,0.7525870178739417,8.184383819379114,8.372530573847602,23.61241768579492,8.090310442144872,6.114769520225776,1.975540921919097,3.0103480714957667,6.020696142991533,6.3969896519285045,6.491063029162747,0.37629350893697083,7.714016933207903,1.7873941674506115,3.3866415804327374,7.714016933207903
Bourgogne,0.3424657534246575,8.561643835616438,7.191780821917808,28.424657534246577,15.068493150684931,4.10958904109589,1.36986301369863,2.73972602739726,2.3972602739726026,8.21917808219178,3.4246575342465753,1.36986301369863,7.191780821917808,1.0273972602739725,3.767123287671233,4.794520547945205
Auvergne,1.3636363636363635,7.2727272727272725,5.909090909090909,20.454545454545457,11.363636363636363,3.1818181818181817,1.8181818181818181,5.0,7.727272727272727,12.272727272727273,6.363636363636363,0.9090909090909091,8.636363636363637,2.272727272727273,2.272727272727273,3.1818181818181817
PACA,1.7964071856287425,5.9880239520958085,3.592814371257485,30.538922155688624,21.55688622754491,1.1976047904191618,0.5988023952095809,2.3952095808383236,2.9940119760479043,13.77245508982036,2.3952095808383236,0.0,5.9880239520958085,0.5988023952095809,0.0,6.58682634730539
Occitanie,2.4208566108007448,6.33147113594041,6.70391061452514,25.512104283054004,9.869646182495345,4.0968342644320295,2.0484171322160147,2.2346368715083798,4.8417132216014895,7.635009310986965,8.752327746741155,1.1173184357541899,10.242085661080075,0.74487895716946,0.37243947858473,7.076350093109869
Ile de France,0.0,0.0,7.563025210084033,5.88235294117647,15.126050420168067,10.92436974789916,0.0,0.8403361344537815,2.5210084033613445,3.361344537815126,12.605042016806722,0.0,15.966386554621847,1.680672268907563,0.0,23.52941176470588
Aquitaine,0.6211180124223602,6.459627329192546,10.062111801242237,22.36024844720497,13.788819875776397,4.3478260869565215,4.099378881987578,2.608695652173913,4.472049689440994,8.074534161490684,7.453416149068323,1.3664596273291925,6.70807453416149,1.7391304347826086,2.111801242236025,3.7267080745341614
Pays de la Loire,0.9523809523809524,8.831168831168831,6.233766233766234,22.07792207792208,12.9004329004329,3.6363636363636362,2.4242424242424243,3.29004329004329,2.5108225108225106,6.8398268398268405,10.995670995670997,0.2597402597402597,11.168831168831169,1.3852813852813852,2.4242424242424243,4.069264069264069
Bretagne,0.0,2.127659574468085,19.148936170212767,8.51063829787234,2.127659574468085,10.638297872340425,12.76595744680851,6.382978723404255,2.127659574468085,0.0,17.02127659574468,0.0,14.893617021276595,0.0,4.25531914893617,0.0
Centre Val de Loire,0.690846286701209,9.067357512953368,5.613126079447324,22.19343696027634,12.521588946459413,3.8860103626943006,2.5906735751295336,3.9723661485319512,2.936096718480138,6.390328151986183,10.621761658031089,0.3454231433506045,11.4853195164076,1.468048359240069,2.5906735751295336,3.6269430051813467
